AssetName,AssetCode,InvestmentStrategy,AcquisitionType,AcquisitionDate,SaleDate,IsTaxCredit,ActualStabilizationDate,AreaType,AssetClass,AssetStyle,StabilizationStatus,OccupancyStabilizationDate,AxiometricsMSAID,AxiometricsSubMarketID,CoStarSubMarketID,CBSAID,oslPropertyID,oslSubPropertyID,AverageBuildYear,YearBuiltEnd,YearRenovated,CurrentUnitCount,RentableSquareFoot,ConstructionBeginDate,ConstructionEndDate,Acreage,AcquisitionPrice,TotalHardCosts,TotalSoftAndClosingCosts,TotalProjectCosts,IsSeniorHousing,IsUnitReno,IsRecapitalization,ZipCode,Latitude,Longitude,WebAddress,EmailAddress,osaEntityID,Phone,Address1,PlannedUnitCount,LegalName,TaxID,Portfolio,City,StateCode
"Ascot Road","ascrWD188AL","Opportunistic","Development",2017-11-30 00:00:00.0000000,,False,,,,,"Non-Stabilized",,,,,,,,,,,,,,2021-10-01 00:00:00.0000000,,28056250,122911403.00624999,27761045.133000001,178728698.13925001,False,False,False,,51.650034,-0.423892,,,,,,489,,,"Cortland UK",,"UK"
"Aurea Station","aurs28210","Value-Add","Acquisition",2015-01-30 00:00:00.0000000,2017-11-28 00:00:00.0000000,False,2017-04-09 00:00:00.0000000,"Suburban","B","Garden-Style","Stabilized",2017-04-09 00:00:00.0000000,16740,9,7779,16740,3519489,283,1985.000000,1985,,384,383846,2015-04-30 00:00:00.0000000,2016-12-31 00:00:00.0000000,22.370000000000001,31700000,5939619.7841999996,1203601.2561999999,38843221.040399998,False,True,False,"28210-5574",35.118878,-80.875708,"www.aureastation.com","aureastation@cortlandpartners.com","aspen","(704) 554-7078","8625 Winter Oaks Ln",,"Winter Oaks NC Partners, LLC","47-2445030","Portfolio 12","Charlotte","NC"
"Cortland Powers North - Phase 2","corpn280915","Opportunistic","Development",2021-10-01 00:00:00.0000000,,False,2024-09-03 00:00:00.0000000,"Suburban","A","Garden-Style","Stabilized",2024-09-03 00:00:00.0000000,17820,2,8800,17820,5052064,1893,2021.500000,2022,,182,169546,2021-10-31 00:00:00.0000000,2023-04-30 00:00:00.0000000,,2925000,37063000,9030300,49018300,False,False,False,"80917-1436",38.899005,-104.722162,"www.cortlandpowersnorth.com","PowersNorth@cortland.com","powersnorth2","(719) 419-9284","5850 Welkin Cir",182,"Asher DO Investors, LLC","83-2771771","Stand-alone","Colorado Springs","CO"
"The Springs at Peachtree Corners","spc30092","Value-add","Acquisition",2024-09-18 00:00:00.0000000,,False,,"Suburban","C","Garden-style","Non-Stabilized",,12060,31,6727,12060,5397692,2172,1981.000000,1981,,508,437230,,,,74300000,,,,False,False,False,"30092-3114",33.951519,-84.253378,"https://cortland.com/apartments/the-springs-at-pea","springsatpeachtreecorners@cortland.com","springsptc","(470) 622-8815","3500 Peachtree Corners Cir",508,"Peachtree Corner GA Partners, LLC","99-4647441","Stand-alone","Peachtree Corners","GA"
"Cortland West Nashville","corwn37209","Core-Plus","Acquisition",2021-09-16 00:00:00.0000000,,False,2022-03-17 00:00:00.0000000,"Suburban","A","Garden-Style","Stabilized",2022-03-17 00:00:00.0000000,34980,5,7960,34980,4852931,1614,2020.000000,2020,,435,357742,,,,155000000,770574.94499999995,1289406.4315011101,157059981.37650099,False,False,False,"37209-5076",36.127629,-86.907608,"cortland.com/west-nashville","westnashville@cortland.com","westnashville","(615) 813-6226","7113 Charlotte Pike",,"Charlotte Pike TN Partners LLC ","83-2495528 ","CGI","Nashville","TN"
"Cortland Arbor Hills","presahB75093","Value-Add","Acquisition",2021-11-03 00:00:00.0000000,,False,2022-10-06 00:00:00.0000000,"Suburban","B","Garden-Style","Stabilized",2022-10-06 00:00:00.0000000,19124,26,7515,19100,4559217,1647,1998.000000,1998,,330,310072,,,15.300000000000001,77670927,5351225,949460,83971612,False,True,False,"75093-8614",33.045465,-96.855328,"cortland.com/arbor-hills","arborhills@cortland.com","arborhillsbro","(972) 597-8721","7001 W Parker Rd",,"PURE PRESERVE APTS LLC","47-1576473","Portfolio 22","Plano","TX"
"Sinclair","sin30093","Opportunistic","Acquisition",2011-06-24 00:00:00.0000000,2016-09-22 00:00:00.0000000,False,2012-10-07 00:00:00.0000000,"Suburban","B","Garden-Style","Stabilized",2012-10-07 00:00:00.0000000,12060,31,6730,12060,2691036,26,1986.000000,1986,,320,326576,,,28.920000000000002,7096432.2400000002,2738477.5,488551.40999999997,10323461.15,False,True,False,"30093-1677",33.896446,-84.207798,"sinclair@cortlandpartners.com","sinclair@cortlandpartners.com","sinclr","(770) 938-1300","3600 Park Colony Dr",,"Sinclair Apartment Partner, LP","46-1269828","Portfolio Zero","Norcross","GA"
"The Terraces at Lake Mary","cortlm32746","Core-plus","Acquisition",2022-05-19 00:00:00.0000000,,False,2022-06-18 00:00:00.0000000,"Suburban","B","Garden-style","Stabilized",2022-06-18 00:00:00.0000000,36740,8,7497,36740,4971397,1816,1997.000000,1997,,284,265484,,,,,,,,False,False,False,"32746-2014",28.752754,-81.352660,"cortland.com/lake-mary","terraceslakemary@cortland.com","lakemary","(407) 537-5532","1000 Regal Pointe Ter",284,"RRE Terraces at Lake Mary Holdings LLC","81-3506451","3rd Party Management","Lake Mary","FL"
"Dunwoody Glen","dung30360","Opportunistic","Acquisition",2010-07-09 00:00:00.0000000,2016-05-27 00:00:00.0000000,False,2013-04-16 00:00:00.0000000,"Suburban","B","Garden-Style","Stabilized",2013-04-16 00:00:00.0000000,12060,11,6727,12060,2691024,17,1971.000000,1971,,520,672027,,,42.289999999999999,10250000,3732059,1270566.03,15252625.029999999,False,False,False,"30360-2230",33.929500,-84.270548,"www.Dunwoodyglen.com","DunwoodyGlen@CortlandPartners.com","dungln","(770) 840-9999","6750 Peachtree Industrial Blvd",,"Northchase Apartment Partners, LLC","27-2823063","Portfolio Zero","Dunwoody","GA"
"Cortland Brier Creek","corbc27617","Value-add","Acquisition",2022-06-28 00:00:00.0000000,,False,2024-09-12 00:00:00.0000000,"Suburban","B","Garden-style","Stabilized",2024-09-12 00:00:00.0000000,239580,7,7349,39580,4988099,1851,2005.000000,2005,,300,294716,,,,71300000,14314643,1281262,86895905,False,True,False,"27617-6798",35.917737,-78.776804,"cortland.com/brier-creek","briercreek@cortland.com","briercreek","(984) 300-3645","7920 Oak Estate St",,"Oak Estate NC Partners LP ","84-2495528 ","CGI","Raleigh","NC"
"Cortland at Stonebriar - Phase 1","cors75035","Core-Plus","Acquisition",2020-07-01 00:00:00.0000000,,False,,"Suburban","A","Mid-Rise","Non-Stabilized",,19124,29,7516,19100,5388966,1386,2019.000000,2019,,264,247808,,,,66986430.324195802,2728711.67707182,1627479.5925191201,71342621.593786702,False,False,False,"75035-6583",33.104973,-96.798079,"https://cortland.com/apartments/cortland-at-stoneb","stonebriar@cortland.com","circa","(972) 382-5714","3100 Ohio Dr",,"DD Frisco Pod B II LLC","37-1828122 (Circa)","CGI","Frisco","TX"
"Ozone","oznan30314","Opportunistic",,2014-12-31 00:00:00.0000000,,False,,,,,"Non-Stabilized",,,,,,,,,,,,,,,,,,,,False,False,False,,,,,,,,,,,,"Stand-alone",,
"Biloxi","bil39530","Opportunistic",,2015-10-23 00:00:00.0000000,,False,,,,,"Non-Stabilized",,,,,,,,,,,,,,,,,,,,False,False,False,,,,,,,,,,,,"Stand-alone",,
"Cortland North Dallas","garvbre75287","Core-Plus","Acquisition",2020-02-28 00:00:00.0000000,,False,2023-09-09 00:00:00.0000000,"Suburban","B","Garden-Style","Stabilized",2023-09-09 00:00:00.0000000,19124,20,7515,19100,4087081,1359,2001.000000,2001,,582,390553,,,18.5,71494268,,,,False,True,True,"75287-6460",32.991641,-96.848112,"cortland.com/north-dallas","northdallas@cortland.com","gardensbre","(469) 414-0886","17811 Vail St",,,"84-4601448","Acorn 1","Dallas","TX"
"Steeplechase","steep30093","Opportunistic","Acquisition",2011-06-24 00:00:00.0000000,2013-03-21 00:00:00.0000000,False,2012-07-20 00:00:00.0000000,"Suburban",,"Garden-Style","Stabilized",2012-07-20 00:00:00.0000000,12060,31,6730,12060,2691040,28,,,,305,292196,,,,7294228,2438345,486037,10218610,False,False,False,"30093-1907",33.906018,-84.196810,"","Steeplechase@cortlandpartnets.com","stpchs","(770) 662-0890","5940 Singleton Rd",,,,"Stand-alone","Norcross","GA"
"Cortland Town Center","towc77339","Value-Add","Acquisition",2015-09-25 00:00:00.0000000,2020-02-28 00:00:00.0000000,False,2019-12-26 00:00:00.0000000,"Suburban","B","Garden-Style","Stabilized",2019-12-26 00:00:00.0000000,26420,28,6853,26420,3734386,365,1997.000000,1997,,518,454394,2016-03-31 00:00:00.0000000,2019-01-31 00:00:00.0000000,20.32,58250000,13472450.5165,1499200.2701000001,73221650.786599994,False,True,False,"77339-3737",30.045803,-95.184626,"cortland.com/town-center","townCenter@cortland.com","towncenter","(281) 358-8900","2727 Bens Branch Dr",,"Bens Branch TX Partners, LLC","47-4513263","Portfolio 14","Kingwood","TX"
"Attiva Lakeway","attl78734","Opportunistic","Development",2017-11-28 00:00:00.0000000,2022-05-20 00:00:00.0000000,False,,,,"Mid-Rise","Non-Stabilized",,12420,13,7556,12420,,,,,,,,,2021-03-01 00:00:00.0000000,,5050000,,,,True,True,False,,30.343712,-97.972738,,,,,,210,"Lohmans Crossing TX Partners, LLC","81-5058442","Stand-alone",,"TX"
"Cortland at the Village - Phase 3","villp3oef30080","Core-Plus","Acquisition",2019-03-18 00:00:00.0000000,,False,,"Suburban","B","Garden-Style","Non-Stabilized",,12060,23,6713,12060,3362715,1181,1986.000000,1986,,494,440165,,,30.895,77531034,334139.64810214902,679372.07680185698,78544546.207662597,False,False,True,"30080-7698",33.887049,-84.489386,"www.cortland.com/village","Villagers@cortland.com","village3oef","(770) 343-3358","2085 Lake Park Dr SE",,,,"CGI","Smyrna","GA"
"Cortland Whitehall","capcw28273","Core-Plus","Acquisition",2019-01-10 00:00:00.0000000,2021-07-01 00:00:00.0000000,False,2025-02-17 00:00:00.0000000,"Suburban","A","Garden-Style","Stabilized",2025-02-17 00:00:00.0000000,16740,3,7779,16740,4450018,1147,2018.000000,2018,,271,282171,2019-02-28 00:00:00.0000000,2020-01-31 00:00:00.0000000,17.699999999999999,53200000,1016042.3406,1166975.6179585599,55383017.958558597,False,False,False,"28273-0046",35.151481,-80.954680,"www.cortlandwhitehall.com","Whitehall@cortland.com","whitehall","(704) 286-8739","9214 Christy Joy Dr",,,,"Stand-alone","Charlotte","NC"
"Canyon Springs Apartments","cans30253","Core-Plus","Acquisition",2020-11-01 00:00:00.0000000,2021-09-09 00:00:00.0000000,False,2021-08-24 00:00:00.0000000,"Suburban","A",,"Stabilized",2021-08-24 00:00:00.0000000,12060,18,6722,12060,4696320,1421,2020.000000,2020,,223,232239,,,,,,,,False,False,False,"30253",33.461556,-84.221025,"cortland.com/canyon-springs","canyonsprings@cortland.com","canyonsprings","(470) 336-5031","1200 Town Center Village Dr",,,,"3rd Party Management","Mcdonough","GA"
"Cortland Rosslyn - COMM 2","corrosscpCOMM22209","Core-plus","Acquisition",2022-07-12 00:00:00.0000000,,False,,"Urban","A","High-rise","Non-Stabilized",,47900,7,6692,47900,5000432,1878,2021.000000,2021,,,,,,,,,,,False,False,False,"22209-2521",38.894842,-77.076732,"www.cortland.com/rosslyn","rosslyn@cortland.com","evoCOMM","(571) 200-4816","1788 N Pierce St",1,"N Pierce VA Partners – Phase I, LLC","83-2495528","CGI","Arlington","VA"
"Cortland at P83","corp885345","Core-Plus","Acquisition",2021-09-28 00:00:00.0000000,,False,2023-09-28 00:00:00.0000000,"Suburban","A","Garden-Style","Stabilized",2023-09-28 00:00:00.0000000,38060,23,7843,38060,4857240,1618,2020.000000,2020,,354,323123,2021-10-31 00:00:00.0000000,2024-09-30 00:00:00.0000000,,132000000,1981375.389,1412253.0981414299,135393628.48714101,False,False,False,"85382-5026",33.635714,-112.219548,"cortland.com/p83","p83@cortland.com","cortlandp83","(623) 244-8784","16601 N 75th Ave",,"N 75th AZ Partners LLC","83-2495528","CGI","Peoria","AZ"
"Cortland M-Line - Phase 1","corml75204","Core-Plus","Acquisition",2021-11-02 00:00:00.0000000,,False,2022-05-07 00:00:00.0000000,"Urban","A","High-Rise","Stabilized",2022-05-07 00:00:00.0000000,19124,1,7536,19100,4884523,1642,2018.000000,2018,,261,246166,2021-12-31 00:00:00.0000000,2024-11-30 00:00:00.0000000,,95000000,3687258.7852765899,1293603.0344808199,99980861.819757402,False,False,False,"75204-2519",32.803616,-96.799674,"cortland.com/m-line","m-line@cortland.com","mline","(972) 787-1561","3200 Mckinney Ave",,"McKinney TX Partners, LLC (DE) ","83-2495528","CGI","Dallas","TX"
"The Oaks","oaks28269","Value-Add","Acquisition",2015-01-30 00:00:00.0000000,2018-11-27 00:00:00.0000000,False,2016-12-30 00:00:00.0000000,"Suburban","B","Garden-Style","Stabilized",2016-12-30 00:00:00.0000000,16740,4,7777,16740,3519483,286,1996.000000,1996,,318,280948,2015-04-30 00:00:00.0000000,2016-10-31 00:00:00.0000000,26.780000000000001,31200000,4927341.7424999997,1128046.6270000001,37255388.369499996,False,True,False,"28269-1875",35.331492,-80.814907,"http://www.theoakscharlotte.co","theoaks@cortlandpartners.com","oaks","(704) 596-2303","4915 Misty Oaks Dr",,"Misty Oaks NC Partners, LLC","47-2469199","Portfolio 12","Charlotte","NC"
"Cortland Wren Northlake - Phase 1","wrenn28216","Core-Plus","Acquisition",2017-09-29 00:00:00.0000000,,False,2023-08-19 00:00:00.0000000,"Suburban","A","Garden-Style","Stabilized",2023-08-19 00:00:00.0000000,16740,4,7777,16740,5213393,662,2016.000000,2016,,310,321546,,2018-01-31 00:00:00.0000000,,57250000,1290229,2721283,61261512,False,True,False,"28216-0255",35.356590,-80.855152,"cortland.com/wren-northlake","wrennorthlake@cortland.com","northlake","(704) 318-2343","8524 Mason Andrew Way",,"Mason Andrew NC Development Partners, LLC","82-2954048","Portfolio 20","Charlotte","NC"
"Cortland at Green Valley","corgv80249","Core-Plus","Acquisition",2021-01-29 00:00:00.0000000,2025-01-16 00:00:00.0000000,False,2021-06-19 00:00:00.0000000,"Suburban","A","Garden-Style","Stabilized",2021-06-19 00:00:00.0000000,19740,10,7810,19740,4740069,1461,2020.000000,2020,,324,291943,2021-02-28 00:00:00.0000000,2022-07-31 00:00:00.0000000,,100440000,1509696.16001159,1122642.31420546,103072338.474217,False,False,False,"80249-8824",39.799541,-104.769566,"cortland.com/green-valley","GreenValley@cortland.com","greenvalley","(720) 650-8035","5650 Argonne St",,"Argonne CO Partners LLC (DE) (Cortland Green Valley)","83-24830088","CGI","Denver","CO"
"Cortland Cinco Ranch","stratcr77494","Core-Plus","Acquisition",2017-12-19 00:00:00.0000000,2023-10-11 00:00:00.0000000,False,2018-01-18 00:00:00.0000000,"Suburban","A","Garden-Style","Stabilized",2018-01-18 00:00:00.0000000,26420,21,6846,26420,4266922,694,2016.000000,2016,,186,191350,2017-12-31 00:00:00.0000000,2017-01-31 00:00:00.0000000,,27231805,411255,1187804,28830864,False,True,False,"77494-7440",29.707032,-95.800041,"cortland.com/cinco-ranch","cincoranch@cortland.com","cincoranch","(281) 392-2277","6207 Katy Gaston Rd",,"DD Katy Gaston LLC","35-2467727","Portfolio 20","Katy","TX"
"The Charlestonian at Lake Charles","charlc70605","Value-Add","Acquisition",2014-07-29 00:00:00.0000000,2017-06-23 00:00:00.0000000,False,2016-02-24 00:00:00.0000000,"Infill","B","Garden-Style","Stabilized",2016-02-24 00:00:00.0000000,29340,0,,29340,3388231,210,1996.000000,1996,,224,198168,2015-01-31 00:00:00.0000000,2016-03-31 00:00:00.0000000,13.532,18500000,3437831.2200000002,3318278.3399999999,25256109.559999999,False,True,False,"70605-5338",30.168260,-93.243964,"http://www.livingatthecharlest","thecharlestonian@cortlandpartners.com","charlestonian","(337) 562-1101","1531 Country Club Rd",,"AREG Country Club LA Partners, LLC","47-0968703","Parkwood-Texas","Lake Charles","LA"
"East Ridge Park","avr30354","Opportunistic","Development",2007-10-09 00:00:00.0000000,,True,,"Infill","B","Garden-Style","Non-Stabilized",,12060,4,6751,12060,2690946,13,2009.000000,2009,,222,212314,,2012-07-31 00:00:00.0000000,3.8399999999999999,15300000,0,500888.20209999999,15800888.202099999,False,False,False,"30354-2138",33.671881,-84.387553,"cortland.com/east-ridge-park","eastridgepark@cortland.com","avalrid","(404) 343-7200","183 Mount Zion Rd SE",,"Terraces III, LP","11-3774982","Stand-alone","Atlanta","GA"
"Cortland Uptown Buckhead","corub30342","Core-plus","Acquisition",2022-05-19 00:00:00.0000000,,False,2023-07-29 00:00:00.0000000,"Suburban","A","Garden-style","Stabilized",2023-07-29 00:00:00.0000000,12060,7,6709,12060,4971417,1808,1989.000000,1989,,216,159600,,,,,,,,False,True,False,"30342-4426",33.856877,-84.382012,"cortland.com/uptown-buckhead","uptownbuckhead@cortland.com","uptownbuckhead","(470) 467-8193","3707 Roswell Rd NE",216,"RRE Buckhead Holdings LLC","81-3506451","3rd Party Management","Atlanta","GA"
"Cortland Ridglea - Phase 1","ridv76116","Value-Add","Acquisition",2013-12-20 00:00:00.0000000,2018-12-14 00:00:00.0000000,False,2021-01-14 00:00:00.0000000,"Infill","A","Garden-Style","Stabilized",2021-01-14 00:00:00.0000000,23104,5,7508,19100,3200895,149,2004.000000,2004,,253,266911,2014-01-31 00:00:00.0000000,2015-02-28 00:00:00.0000000,9.0299999999999994,29954000,2449572.1899999999,1819799.4399999999,34223371.630000003,False,True,False,"76116-5826",32.725923,-97.414812,"cortland.com/ridglea","ridglea@cortland.com","ridglea","(817) 735-9595","3601 Westridge Ave",,"Ridglea TX Partners, LLC","80-0962917","Portfolio 8","Fort Worth","TX"
"Cortland Watters Creek","verwccbre75013","Core-Plus","Acquisition",2019-04-09 00:00:00.0000000,2023-07-18 00:00:00.0000000,False,2019-12-19 00:00:00.0000000,"Suburban","A","Garden-Style","Stabilized",2019-12-19 00:00:00.0000000,19124,30,7506,19100,4490339,1201,2018.000000,2018,,267,245474,2019-05-31 00:00:00.0000000,2020-04-20 00:00:00.0000000,,55215377,579319.40000000002,1737925.9710526699,57532622.371052697,False,False,False,"75013-5259",33.098588,-96.685301,"cortland.com/watters-creek","WattersCreek@cortland.com","watters","(972) 727-4100","270 S Watters Rd",,,,"CGI","Allen","TX"
"Cortland Meridian","merbre43212","Core-Plus","Acquisition",2020-02-28 00:00:00.0000000,2022-09-27 00:00:00.0000000,False,,"Infill","B","Garden-Style","Non-Stabilized",2018-07-29 00:00:00.0000000,18140,1,8024,18140,3862655,1366,2001.000000,2001,,480,418668,,,10.1,87758043,,,,False,True,True,"43212-2665",39.988981,-83.029224,"cortland.com/meridian","meridian@cortland.com","meridianbre","(614) 291-0027","1401 Aschinger Blvd",,,"84-4601448","Acorn 1","Columbus","OH"
"Cortland Sun River","sunri85704","Value-Add","Acquisition",2021-10-20 00:00:00.0000000,,False,2024-05-20 00:00:00.0000000,"Suburban","B","Garden-Style","Stabilized",2024-05-20 00:00:00.0000000,46060,6,8813,46060,4874084,1637,2001.000000,2001,,294,251580,2021-11-30 00:00:00.0000000,2024-10-31 00:00:00.0000000,,58050995.219999999,13912376.407929299,978087.21835337905,72941458.846282706,False,True,False,"85704-1511",32.301255,-110.994614,"cortland.com/sun-river","sunriver@cortland.com","sunriver","(520) 523-2927","5100 N La Canada Dr",,"La Canada AZ Partners","83-2495528","CGI","Tucson","AZ"
"Winthrop West","corww33578","Value-add","Acquisition",2022-05-19 00:00:00.0000000,,False,2023-09-11 00:00:00.0000000,"Suburban","B","Garden-style","Stabilized",2023-09-11 00:00:00.0000000,45300,9,7923,45300,4971418,1818,1990.000000,1990,,204,205672,,,,,,,,False,True,False,"33578-3922",27.890045,-82.319796,"cortland.com/winthrop-west","winthropwest@cortland.com","winthropwest","(813) 303-1049","6218 Watermark Dr",204,"RRE Kensington Holdings LLC","81-3506451","3rd Party Management","Riverview","FL"
"Cortland La Villita","purlv75039","Value-Add","Acquisition",2019-09-27 00:00:00.0000000,,False,2022-08-14 00:00:00.0000000,"Suburban","B","Mid-Rise","Stabilized",2022-08-14 00:00:00.0000000,19124,17,7527,19100,4559209,1238,2007.000000,2007,,306,280674,,,11.93,47783441.955041401,7914219.0473579997,578413.74260898703,56276074.745008402,False,True,False,"75039-3140",32.896992,-96.936471,"www.cortland.com/la-villita","LaVillita@cortland.com","lavillita","(972) 818-5326","6419 Tranquilo",,"PURE LA VILLITA APTS LLC","82-1781688","Portfolio 22","Irving","TX"
"Cortland Watermark","watecy30062","Core-Plus","Acquisition",2017-12-21 00:00:00.0000000,2021-05-20 00:00:00.0000000,False,2021-04-20 00:00:00.0000000,"Suburban","B","Garden-Style","Stabilized",2021-04-20 00:00:00.0000000,12060,28,6713,12060,2911004,717,1988.000000,1988,2014,510,535896,2018-01-31 00:00:00.0000000,2019-06-30 00:00:00.0000000,58.899999999999999,82000000,6168295,360006,88528301,False,True,True,"30062-3868",33.971009,-84.493716,"cortland.com/watermark","watermark@cortland.com","eastlakeyld","(770) 343-3910","2000 E Lake Pkwy",,"East Lake Apartment Partners, LLC","46-1376644","YieldCo I","Marietta","GA"
"Sheridan Place","sherp30324",,,2006-08-01 00:00:00.0000000,2021-12-14 00:00:00.0000000,False,,,"C",,"Non-Stabilized",,12060,7,6709,12060,,,,,,,,,,,,,,,False,False,False,,33.831718,-84.383255,,,,,,,,,"Stand-alone",,
"Monterra","mon78249","Value-Add","Acquisition",2014-07-29 00:00:00.0000000,2018-01-12 00:00:00.0000000,False,2016-08-13 00:00:00.0000000,"Infill","B","Garden-Style","Stabilized",2016-08-13 00:00:00.0000000,41700,12,7590,41700,3388212,211,1999.000000,1999,,352,253600,2015-02-28 00:00:00.0000000,2016-07-31 00:00:00.0000000,15.787599999999999,20500000,5126968.6010999996,992307.74890000001,26619276.350000001,False,True,False,"78249-2243",29.565255,-98.602734,"http://www.LiveAtMonterra.com","monterra@cortlandpartners.com","dezavala","(210) 691-2993","6033 De Zavala Rd",,"AREG Dezavala TX Partners, LLC","47-0968556","Parkwood-Texas","San Antonio","TX"
"Two Addison Place","twap31322","Opportunistic","Development",2012-04-13 00:00:00.0000000,2014-11-17 00:00:00.0000000,False,,"Suburban","A","Garden-Style","Non-Stabilized",,42340,1,8394,42340,2962983,117,2013.000000,2013,,325,364743,,2013-06-30 00:00:00.0000000,18.25,1721026.75,26200000,7059260.1200000001,34980286.869999997,False,False,False,"31322",32.100920,-81.287787,"www.twoaddisonplace.com","twoaddisonplace@cortlandpartners.com","twoaddisonplace","(912) 330-0030","2 Addison Place",,,,"Stand-alone","Pooler","GA"
"Cortland Bayport","islwppcbre33615",,,,,False,,,,"Garden-Style","Non-Stabilized",,,,,,,,,,,,,,,,,,,,False,False,True,,,,,,,,,,,,"Stand-alone",,
"Portofino Place 1","porp133409","Value-Add","Acquisition",2016-10-14 00:00:00.0000000,2021-12-29 00:00:00.0000000,False,2019-11-10 00:00:00.0000000,"Suburban","A","Garden-Style","Stabilized",2019-11-10 00:00:00.0000000,48424,4,7624,33100,4058263,450,2003.000000,2003,,416,486741,2017-02-28 00:00:00.0000000,2018-12-31 00:00:00.0000000,,68213253,10829383,2037351,81079987,False,True,False,"33409-7888",26.742050,-80.109345,"cortland.com/portofino-place","portofinoplace@cortland.com","portofino1","(561) 944-7961","4400 Portofino Way",,"WPB Multifamily Owner I, LLC","47-2874463","Stand-alone","West Palm Beach","FL"
"Indigo Creek","corpp85306","Value-add","Acquisition",2022-05-19 00:00:00.0000000,,False,2023-04-17 00:00:00.0000000,"Suburban","B","Garden-style","Stabilized",2023-04-17 00:00:00.0000000,38060,22,7843,38060,4971401,1822,1999.000000,1999,,408,401085,,,,,,,,False,True,False,"85306-2539",33.615087,-112.166481,"cortland.com/indigo-creek","Indigocreek@cortland.com","paseopark","(602) 536-9545","14221 N 51st Ave",,"RRE Indigo Creek Holdings LLC","81-3506451","3rd Party Management","Glendale","AZ"
"Cortland Johns Creek","corjc30005","Value-add","Acquisition",2022-05-19 00:00:00.0000000,2024-09-05 00:00:00.0000000,False,2022-06-18 00:00:00.0000000,"Suburban","B","Garden-style","Stabilized",2022-06-18 00:00:00.0000000,12060,30,6729,12060,4971389,1802,2001.000000,2001,,403,587058,,,,,,,,False,True,False,"30005",34.067514,-84.208189,"cortland.com/estates-at-johns-","estatesatjohnscreek@cortland.com","johnscreek","(678) 712-5840","2100 Addison Ln",403,"RRE Addison Place Holdings LLC","81-3506451","3rd Party Management","Johns Creek","GA"
"Cortland Galleria","5thousgpp75244",,,,,False,,,,"Garden-Style","Non-Stabilized",,,,,,,,,,,,,,,,,,,,False,False,False,,,,,,,,,,"Galleria TX Partners LLC","82-1956572",,,
"Cortland on Coyote Ridge","rial75010","Value-Add","Acquisition",2016-12-15 00:00:00.0000000,2020-02-28 00:00:00.0000000,False,2019-01-14 00:00:00.0000000,"Suburban","B","Garden-Style","Stabilized",2019-01-14 00:00:00.0000000,19124,25,7528,19100,4086907,488,2002.000000,2002,,280,272004,2017-02-28 00:00:00.0000000,2018-09-30 00:00:00.0000000,18.789999999999999,39696154,8128648,1251911,49076713,False,True,False,"75010-3269",33.027582,-96.932766,"cortland.com/coyote-ridge","coyoteridge@cortland.com","cambria","(972) 366-4623","4230 Fairway Dr",,"Fairway TX Partners LLC","81-4176112","Portfolio 16","Carrollton","TX"
"Cortland at the Battery Atlanta","homb30339",,,,,False,,,,"Mid-Rise","Non-Stabilized",,,,,,,,,,,,,,,7.6600000000000001,156200000,3276285.9314640001,3972708.21671113,163448994.148175,False,False,False,,,,,,"battery",,,,"Battery GA Partners LLC","83-1876363",,,
"Cortland Research Park","arbs27713","Value-Add","Acquisition",2016-08-31 00:00:00.0000000,2020-05-08 00:00:00.0000000,False,2019-03-26 00:00:00.0000000,"Suburban","B","Garden-Style","Stabilized",2019-03-26 00:00:00.0000000,239580,11,8854,20500,4038401,447,1996.000000,1996,,360,340248,2017-02-28 00:00:00.0000000,2018-06-30 00:00:00.0000000,30.550000000000001,42325000,11700973.7039,1528937.3618000001,55554911.065700002,False,True,False,"27713-8300",35.904771,-78.908545,"cortland.com/research-park","researchpark@cortland.com","arboretum","(919) 823-5801","4405 Waterford Valley Dr",,"Waterford Valley NC Partners LLC","81-3469417","Portfolio 16","Durham","NC"
"Society 190","So190M75080","Core-Plus","Acquisition",2020-07-17 00:00:00.0000000,2020-10-23 00:00:00.0000000,False,2021-08-25 00:00:00.0000000,"Suburban","A","Garden-Style","Stabilized",2021-08-25 00:00:00.0000000,19124,21,7538,19100,4675815,1392,2020.000000,2020,,415,387063,,,,89500000,1544840.1927193799,1611240.9890291099,92656081.181748495,False,False,False,"75080-1112",33.001659,-96.735628,"cortland.com/canyon-creek","canyoncreek@cortland.com","society190","(214) 915-9453","850 Greenside Dr",,"LG Custer 190 LLC","82-2042826","3rd Party Management","Richardson","TX"
"Cortland Watermark","watecbre230062","Core-Plus","Acquisition",2021-05-20 00:00:00.0000000,,False,2021-04-20 00:00:00.0000000,"Suburban","B","Garden-Style","Stabilized",2021-04-20 00:00:00.0000000,12060,28,6713,12060,2911004,1527,1985.000000,1985,,510,535896,,,58.899999999999999,124000000,606000,864455.78604147898,125470455.78604101,False,False,True,"30062-3868",33.971009,-84.493716,"cortland.com/watermark","watermark@cortland.com","eastlakebre","(770) 343-3910","2000 E Lake Pkwy",,,"86-3509372","Acorn 2","Marietta","GA"
